Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
8266;https://www.chd.lu/fr/dossier/8266;PL;.portant modification 1° du chapitre Il du titre Ill du Livre Il du Code du travail et 2° de l'article 28-4 de la loi modifiée du 16 avril 1979 fixant le statut général des fonctionnaires de l'Etat (Journée de l\\u2019Europe et Ascension en 2024);PUB_JO;;X;30.06.23;;07.07.23;22.12.23;;;;;10.01.24;10.01.24;10.01.24;16.01.24;16.01.24;;23.01.24;;;;;;23.02.24;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);2;TRA|TESS;1;TESS;0;;;4;1;;;1;C. Travail|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8267;https://www.chd.lu/fr/dossier/8267;PRGD;.concernant la protection des salariés contre les risques liés à l'exposition à des agents cancérigènes ou mutagènes ou à des substances reprotoxiques au travail;AVIS.CP;;X;03.07.23;;07.07.23;12.12.23;25.06.24;;;;;08.01.25;16.01.25;;;;;14.05.24;;;;16.01.25;;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);2;TRA|TESS;1;TESS;0;;1;4;2;1;;2;C. Travail|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8268;https://www.chd.lu/fr/dossier/8268;PPL;.du 04/07/2023 légalisant la prostitution en tant qu'activité professionnelle indépendante;COMM;;X;04.07.23;;05.07.23;22.12.23;;;;;;;;;;;;;;;;;;1;F.Kartheiser;1;J;1;=;0;;;1;1;;;;C. Justice;C. Justice
8269;https://www.chd.lu/fr/dossier/8269;PRGD;.relatif à l'utilisation de véhicules loués sans chauffeur dans le transport de marchandises par route et transposant la directive 2006/1/CE relative à l'utilisation de véhicules loués sans chauffeur dans le transport de marchandises par route et la directive (UE) 2022/738 du Parlement européen et du Conseil du 6 avril 2022 modifiant la directive 2006/1/CE relative à l'utilisation de véhicules loués sans chauffeur dans le transport de marchandises par route;COMM;;X;05.07.23;;30.11.23;29.03.24;;;;;;;;;;;;;;;;;;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;0;;;1;1;;;;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8270;https://www.chd.lu/fr/dossier/8270;PL;.relative aux juridictions militaires et portant¯1° modification de la loi modifiée du 7 mars 1980 sur l'organisation judiciaire¯2° abrogation de la loi du 31 décembre 1982 concernant la refonte du code de procédure militaire;COMM;;X;10.07.23;;12.07.23;;;06.03.24;;;;06.03.24;06.03.24;;;;;;;;;;;1;F.Bausch (Min. Défense);2;DEF|SID;1;SID;1;G.Arendt;;;;;;1;C. Défense|C. Sécurité intérieure & Défense;C. Sécurité intérieure & Défense
8271;https://www.chd.lu/fr/dossier/8271;PRREG;Proposition de modification des annexes 4 et 5 du Règlement de la Chambre des Députés;PUB_JO;;X;10.07.23;;12.07.23;;;18.07.23;;;19.07.23;18.07.23;19.07.23;20.07.23;20.07.23;;;;;;;;28.07.23;1;F.Etgen;1;REGL;1;=;1;R.Reding;;;;;;2;C. Règlement;C. Règlement
8272;https://www.chd.lu/fr/dossier/8272;PPL;.du 11 juillet 2023 modifiant certaines dispositions du Code civil ainsi que la loi modifiée du 21 septembre 2006 sur le bail à usage d'habitation;COMM;;X;11.07.23;;12.07.23;10.10.23;;;;;;;;;;;;;;;;;;1;F.Kartheiser;2;LAT|LOG;;;0;;;;1;;;;C. Logement & Aménagement territoire|C. Logement;
8273;https://www.chd.lu/fr/dossier/8273;PRREG;.relative au Président à l'administration parlementaire et à l'enregistrement des réunions des commissions du Bureau et de la Conférence des Présidents;PUB_JO;;X;13.07.23;;02.10.23;;;21.02.24;;;06.06.24;19.09.23;05.06.24;20.07.23;13.06.24;;;;;;;;02.07.24;1;R.Reding;1;REGL;1;=;1;S.Weydert;;;;;;2;C. Règlement;C. Règlement
8274;https://www.chd.lu/fr/dossier/8274;PL;.portant modification du mécanisme temporaire de changement de groupe de traitement de la loi modifiée du 18 juillet 2018 sur la Police grand-ducale;RETIRE;;X;13.07.23;;02.10.23;;;;;;;;;;;;;;;;;;;1;H.Kox (Min. Sécurité intérieure);2;AI|SID;1;SID;0;;;1;;;;;C. Affaires intérieures|C. Sécurité intérieure & Défense;C. Sécurité intérieure & Défense
8275;https://www.chd.lu/fr/dossier/8275;PL;.modifiant la loi modifiée du 10 février 2015 relative à l'organisation du marché de produits pétroliers;PUB_JO;;X;13.07.23;;02.10.23;22.12.23;;21.03.24;;;22.05.24;21.03.24;16.05.24;25.06.24;25.06.24;;12.07.24;;;;;;23.07.24;1;C.Turmes (Min. Energie);2;EPEET|ECEAT;1;ECEAT;1;A.Bauler;;1;1;;;2;C. Économie PME Énergie Espace & Tourisme|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8276;https://www.chd.lu/fr/dossier/8276;PL;.portant modification de la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu;PUB_JO;;X;13.07.23;;02.10.23;24.10.23;12.12.23;12.12.23;;;15.12.23;12.12.23;15.12.23;19.12.23;19.12.23;;22.12.23;06.12.23;;;;;22.12.23;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;D.Adehm;;4;2;1;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8277;https://www.chd.lu/fr/dossier/8277;PL;.portant modification de la loi modifiée du 8 mars 2018 relative aux établissements hospitaliers et à la planification hospitalière en vue d'autoriser l'État à participer au financement des gardes et astreintes des médecins hospitaliers dans les centres hospitaliers et les établissements hospitaliers spécialisés;PUB_JO;;X;17.07.23;;02.10.23;10.10.23;05.12.23;06.12.23;;;13.12.23;06.12.23;13.12.23;19.12.23;19.12.23;;22.12.23;27.11.23;;;;;22.12.23;1;P.Lenert (Min. Santé);2;SASS|SASP;1;SASP;1;M.Hengel;;3;2;1;;2;C. Santé & Sécurité sociale|C. Santé & Sports;C. Santé & Sports
8278;https://www.chd.lu/fr/dossier/8278;PPL;.du 18 juillet 2023 concernant la résidence secondaire;COMM;;X;18.07.23;;18.07.23;12.07.24;;;;;;;;;;;;;;;;;;1;F.Kartheiser;2;LAT|LOG;1;LOG;0;;;;1;;;;C. Logement & Aménagement territoire|C. Logement;C. Logement
8279;https://www.chd.lu/fr/dossier/8279;PPL;.portant création d'une aide à la création d'entreprise émanant des sciences et portant modification à la loi du 17 mai 2017 relative à la promotion de la recherche du développement et de l'innovation;COMM;;X;18.07.23;;19.07.23;29.03.24;;;;;;;;;;;;;;;;;;2;M.Hansen|L.Mosar;2;EPEET|CMT;1;CMT;0;;;1;1;;;;C. Économie PME Énergie Espace & Tourisme|C. Classes moyennes & Tourisme;C. Classes moyennes & Tourisme
8280;https://www.chd.lu/fr/dossier/8280;PPL;.du 19 juillet 2023 portant modification de la loi modifiée du 18 juillet 2018 sur la Police grand-ducale.;RETIRE;;X;19.07.23;;19.07.23;;;;;;;;;;;;;;;;;;;1;L.Gloden;2;AI|SID;1;SID;0;;;1;;;;;C. Affaires intérieures|C. Sécurité intérieure & Défense;C. Sécurité intérieure & Défense
8281;https://www.chd.lu/fr/dossier/8281;PL;".portant :¯1° approbation du Protocole modifiant l'Accord du 9 février 1994 relatif à la perception d'un droit d'usage pour l'utilisation de certaines routes par des poids lourds conformément à la Directive 2022/362/UE du Parlement européen et du Conseil du 24 février 2022 modifiant les Directives 1999/37/CE 2019/520/UE et 1999/62/CE relative à la taxation des véhicules pour l'utilisation de certaines infrastructures fait à Bruxelles le 29 mars 2023 ;¯2° modification de la loi modifiée du 24 février 1995 portant approbation et application de l'Accord relatif à la perception d'un droit d'usage pour l'utilisation de certaines routes par des véhicules utilitaires lourds fait à Bruxelles le 9 février 1994";PUB_JO;OUI;X;19.07.23;;02.10.23;29.03.24;22.10.24;04.07.24;;;29.11.24;27.06.24;28.11.24;03.12.24;03.12.24;;10.12.24;;;08.07.24;;;20.12.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;F.Etgen;;4;2;;1;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8282;https://www.chd.lu/fr/dossier/8282;PL;.portant approbation de la Convention entre le Grand-Duché de Luxembourg et la République de Cabo Verde pour l'élimination de la double imposition en matière d'impôts sur le revenu et sur la fortune et pour la prévention de l'évasion et de la fraude fiscales et du Protocole y relatif faits à Luxembourg le 13 janvier 2022;PUB_JO;;X;20.07.23;;02.10.23;10.10.23;;19.01.24;;;02.02.24;19.01.24;02.02.24;27.02.24;27.02.24;;12.03.24;;;;;;23.05.24;1;J.Asselborn (Min. Affaires étrangères & européennes);2;FI|FIN;1;FI;1;L.Mosar;;1;1;;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8283;https://www.chd.lu/fr/dossier/8283;PL;.relative à l'adaptation du projet de construction relatif à l'aménagement du Boulevard Raiffeisen et du Boulevard Kockelscheuer dans le cadre de la construction du réseau routier du Ban de Gasperich;PUB_JO;;X;20.07.23;;02.10.23;10.10.23;;08.02.24;;;04.03.24;08.02.24;29.02.24;20.03.24;15.05.24;;21.05.24;;;;;;20.06.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Cahen;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8284;https://www.chd.lu/fr/dossier/8284;PL;".relative à l'accélération de procédures administratives relatives à la mise en oeuvre et la fabrication de technologies d'énergies renouvelables de technologies de transport de distribution et de stockage de l'électricité de l'hydrogène (et de ses dérivés renouvelables) de la chaleur et du froid de pompes à chaleur de technologies de production de l'hydrogène renouvelable incluant les électrolyseurs de technologies de consommation de l'hydrogène renouvelable et de ses dérivés renouvelables incluant les piles à combustible à des projets de construction ou de rénovation de logements et à des projets de tramways et de voies ferroviaires et modifiant :¯1° loi modifiée du 10 juin 1999 relative aux établissements classés;¯2° la loi modifiée du 19 décembre 2008 relative à l'eau ;¯3° loi modifiée du 18 juillet 2018 concernant la protection de la nature et des ressources naturelles ;¯4° la loi modifiée du 15 mai 2018 relative à l'évaluation des incidences sur l'environnement";COMM;;X;21.07.23;;02.10.23;25.06.24;;;;;;;;;;;;;;;;;;1;J.Welfring (Min. Environnement Climat & Développement durable);2;ECB|ECEAT;1;ECEAT;0;;;1;1;;;;C. Environnement Climat & Biodiversité|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8285;https://www.chd.lu/fr/dossier/8285;PL;.portant approbation de l'Accord-cadre global de partenariat et de coopération entre l'Union européenne et ses États membres d'une part et le Royaume de Thaïlande d'autre part fait à Bruxelles le 14 décembre 2022;PUB_JO;;X;28.07.23;;02.10.23;10.10.23;;;;15.04.24;16.04.24;15.04.24;15.04.24;16.05.24;16.05.24;;21.05.24;;;;;;02.07.24;1;J.Asselborn (Min. Affaires étrangères & européennes);2;AECGR|AEECA;1;AEECA;0;;;1;1;;;1;C. Affaires étrangères & européennes Coopération Commerce extérieur & Grande Région|C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
8286;https://www.chd.lu/fr/dossier/8286;PL;.concernant la comptabilité les états financiers annuels et les états financiers consolidés des entreprises ainsi que les rapports y afférents et portant abrogation de la fonction de commissaire en droit des sociétés;COMM;;X;28.07.23;;02.10.23;29.03.24;;11.01.24;;;;11.01.24;11.01.24;;;;;;;;;;;1;S.Tanson (Min. Justice);1;J;1;=;1;S.Weydert;;1;1;;;1;C. Justice;C. Justice
8287;https://www.chd.lu/fr/dossier/8287;PL;.portant modification de la loi modifiée du 17 mars 2004 relative au mandat d'arrêt européen et aux procédures de remise entre Etats membres de l'Union européenne;PUB_JO;;X;28.07.23;;02.10.23;26.09.23;;21.12.23;;;25.01.24;21.12.23;25.01.24;30.01.24;30.01.24;;06.02.24;;;;;;04.03.24;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Weiler;;;1;;;2;C. Justice;C. Justice
8288;https://www.chd.lu/fr/dossier/8288;PL;.portant approbation de Accord-cadre de partenariat et de coopération entre l'Union européenne et ses États membres d'une part et le Gouvernement de la Malaisie d'autre part fait à Bruxelles le 14 décembre 2022;PUB_JO;;X;28.07.23;;02.10.23;10.10.23;;;;15.04.24;16.04.24;15.04.24;15.04.24;16.05.24;16.05.24;;21.05.24;;;;;;02.07.24;1;J.Asselborn (Min. Affaires étrangères & européennes);2;AECGR|AEECA;1;AEECA;0;;;1;1;;;1;C. Affaires étrangères & européennes Coopération Commerce extérieur & Grande Région|C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
8289;https://www.chd.lu/fr/dossier/8289;PL;.relative à l'émission de titres de créance par la Commission européenne dans le cadre de la stratégie de financement diversifiée;PUB_JO;;X;04.08.23;;02.10.23;10.10.23;;30.11.23;;;08.12.23;30.11.23;08.12.23;14.12.23;14.12.23;;22.12.23;;;;;;22.12.23;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;D.Adehm;;1;1;;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8290;https://www.chd.lu/fr/dossier/8290;PL;".portant modification :¯1° de la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu ;¯2° de la loi modifiée du 17 décembre 2010 fixant les droits d'accise et les taxes assimilées sur les produits énergétiques l'électricité les produits de tabacs manufacturés l'alcool et les boissons alcooliques";PUB_JO;;X;04.08.23;;02.10.23;28.11.23;;30.11.23;;;08.12.23;30.11.23;08.12.23;14.12.23;14.12.23;;22.12.23;;;;;;22.12.23;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;D.Adehm;;3;1;;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8291;https://www.chd.lu/fr/dossier/8291;PL;".portant : ¯1° mise en oeuvre du règlement (UE) 2022/2554 du Parlement européen et du Conseil du 14 décembre 2022 sur la résilience opérationnelle numérique du secteur financier et modifiant les règlements (CE) n° 1060/2009 (UE) n° 648/2012 (UE) n° 600/2014 (UE) n° 909/2014 et (UE) 2016/1011 ; ¯2° transposition de la directive (UE) 2022/2556 du Parlement européen et du Conseil du 14 décembre 2022 modifiant les directives 2009/65/CE 2009/138/CE 2011/61/UE 2013/36/UE 2014/59/UE 2014/65/UE (UE) 2015/2366 et (UE) 2016/2341 en ce qui concerne la résilience opérationnelle numérique du secteur financier ; ¯3° modification de : ¯a) la loi modifiée du 5 avril 1993 relative au secteur financier ; ¯b) la loi modifiée du 13 juillet 2005 relative aux institutions de retraite professionnelle sous forme de sepcav et assep ; ¯c) la loi modifiée du 10 novembre 2009 relative aux services de paiement ; ¯d) la loi modifiée du 17 décembre 2010 concernant les organismes de placement collectif ; ¯e) la loi modifiée du 12 juillet 2013 relative aux gestionnaires de fonds d'investissement alternatifs ; ¯f) la loi modifiée du 7 décembre 2015 sur le secteur des assurances ; ¯g) la loi modifiée du 18 décembre 2015 relative à la défaillance des établissements de crédit et de certaines entreprises d'investissement ; ¯h) la loi modifiée du 30 mai 2018 relative aux marchés d'instruments financiers ; ¯i) la loi modifiée du 16 juillet 2019 relative à l'opérationnalisation de règlements européens dans le domaine des services financiers";PUB_JO;OUI;X;04.08.23;;02.10.23;27.02.24;07.05.24;18.03.24;;;04.06.24;15.03.24;04.06.24;13.06.24;13.06.24;;25.06.24;;;26.03.24;;;02.07.24;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;L.Mosar;;2;2;;1;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8292;https://www.chd.lu/fr/dossier/8292;PL;.relative à l'imposition minimale effective en vue de transposer la directive (UE) 2022/2523 du Conseil du 15 décembre 2022 visant à assurer un niveau minimum d'imposition mondial pour les groupes d'entreprise multinationales et les groupes nationaux de grande envergure dans l'Union;PUB_JO;OUI;X;04.08.23;;02.10.23;12.12.23;;05.12.23;;;18.12.23;05.12.23;18.12.23;20.12.23;20.12.23;;22.12.23;13.11.23;;;;;22.12.23;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;L.Mosar;;4;1;1;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8293;https://www.chd.lu/fr/dossier/8293;PL;.portant sur les compteurs d'eau en service dans le secteur de la métrologie légale;PUB_JO;;X;22.08.23;;02.10.23;07.05.24;25.06.24;27.06.24;;;05.07.24;06.06.24;03.07.24;10.07.24;10.07.24;;12.07.24;;;07.06.24;;;23.07.24;1;F.Fayot (Min. Économie);2;EPEET|ECOPC;1;ECOPC;1;S.Beissel;;3;2;;1;2;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8294;https://www.chd.lu/fr/dossier/8294;PL;.concernant certaines modalités d'application et la sanction du règlement (UE) n°2020/741 du Parlement européen et du Conseil du 25 mai 2020 relatif aux exigences minimales applicables à la réutilisation de l'eau;COMM;OUI;X;22.08.23;;02.10.23;11.03.25;;;;;;;;;;;;;;;;;;1;J.Welfring (Min. Environnement Climat & Développement durable);2;ECB|ECEAT;1;ECEAT;0;;;1;1;;;;C. Environnement Climat & Biodiversité|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8295;https://www.chd.lu/fr/dossier/8295;PL;.portant modification de la loi modifiée du 4 septembre 1990 portant réforme de l'enseignement secondaire général;PUB_JO;;X;23.08.23;;02.10.23;28.11.23;06.02.24;11.01.24;;;23.02.24;11.01.24;23.02.24;12.03.24;12.03.24;;29.03.24;;;22.01.24;;;06.05.24;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);2;ENEJ|ENEJER;1;ENEJER;1;B.Agostino;;4;2;;1;2;C. Éducation nationale Enfance & Jeunesse|C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
8296;https://www.chd.lu/fr/dossier/8296;PL;".relative au contrôle des concentrations entre entreprises et portant modification de:¯1° la loi modifiée du 10 août 1915 concernant les sociétés commerciales ;¯2° la loi modifiée du 23 décembre 1998 portant création d'une commission de surveillance du secteur financier ;¯3° la loi modifiée du 7 décembre 2015 sur le secteur des assurances ;¯4° la loi modifiée du 30 novembre 2022 relative à la concurrence";COMM;;X;23.08.23;;02.10.23;;;;;;;;;;;;;;;;;;;1;F.Fayot (Min. Économie);2;EPEET|ECOPC;1;ECOPC;0;;;3;;;;;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8297;https://www.chd.lu/fr/dossier/8297;PL;.portant introduction d'une mesure sociale dans le domaine du photovoltaïque;COMM;;X;23.08.23;;02.10.23;;;;;;;;;;;;;;;;;;;1;C.Turmes (Min. Energie);2;EPEET|ECEAT;1;ECEAT;0;;;3;;;;;C. Économie PME Énergie Espace & Tourisme|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8298;https://www.chd.lu/fr/dossier/8298;PL;.relative à l'établissement de réseaux de transport d'hydrogène;VOTE_OK;;X;23.08.23;;02.10.23;12.11.24;;12.12.24;;;28.02.25;12.12.24;27.02.25;20.03.25;20.03.25;;25.03.25;;;;;;;1;C.Turmes (Min. Energie);2;EPEET|ECEAT;1;ECEAT;1;C.Hartmann;;2;1;;;2;C. Économie PME Énergie Espace & Tourisme|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8299;https://www.chd.lu/fr/dossier/8299;PL;.portant modification de la loi modifiée du 7 mars 1980 sur l'organisation judiciaire en vue d'arrêter un programme pluriannuel de recrutement dans la magistrature de l'ordre judiciaire;TRANSFO;;X;23.08.23;;02.10.23;12.03.24;;02.05.24;;;;02.05.24;02.05.24;;;;;;;13.05.24;;;;1;S.Tanson (Min. Justice);1;J;1;=;1;L.Mosar;;1;1;;2;1;C. Justice;C. Justice
8300;https://www.chd.lu/fr/dossier/8300;PL;.relatif aux contrôles officiels et autres activités officielles concernant les maladies animales transmissibles;COMM;;X;24.08.23;;02.10.23;25.06.24;;22.02.24;;;;22.02.24;22.02.24;;;;;;;;;;;1;C.Haagen (Min. Agriculture Viticulture & Développement rural);2;AAVI|AVDR;1;AVDR;1;J.Boonen;;2;1;;;1;C. Agriculture Alimentation & Viticulture|C. Agriculture Viticulture & Développement rural;C. Agriculture Viticulture & Développement rural
