Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
8217;https://www.chd.lu/fr/dossier/8217;PPL;.relative au devoir de vigilance des entreprises en matière de durabilité;COMM;;X;16.05.23;;17.05.23;;;;;;;15.06.23;15.06.23;;;;;;;;;;;1;M.Baum;2;EPEET|ECOPC;1;ECOPC;0;;;3;;;;1;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8218;https://www.chd.lu/fr/dossier/8218;PL;".portant modification :¯1° de la loi communale modifiée du 13 décembre 1988 ;¯2° de la loi modifiée du 19 juillet 2004 concernant l'aménagement communal et le développement urbain";COMM;;X;17.05.23;;08.06.23;;;;;;;;;;;;;;;;;;;1;T.Bofferding (Min. Intérieur);2;AI|AIEFH;1;AIEFH;0;;;1;;;;;C. Affaires intérieures|C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
8219;https://www.chd.lu/fr/dossier/8219;PPL;.modifiant la loi électorale modifiée du 18 février 2003;COMM;;X;17.05.23;;17.05.23;24.10.23;;;;;;;;;;;;;;;;;;1;D.Biancalana;2;AI|AIEFH;1;AIEFH;0;;1;;1;;;;C. Affaires intérieures|C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
8220;https://www.chd.lu/fr/dossier/8220;PL;.portant modification de la loi du 2 novembre 2021 relative à un contrôle de proportionnalité avant l'adoption d'une nouvelle réglementation de professions;PUB_JO;;X;19.05.23;;08.06.23;20.06.23;;22.06.23;;;14.07.23;22.06.23;13.07.23;18.07.23;18.07.23;;21.07.23;;;;;;24.07.23;1;F.Fayot (Min. Économie);1;ECOPC;;;1;F.Closener;;1;1;;;2;C. Economie Protection consommateurs & Espace;
8221;https://www.chd.lu/fr/dossier/8221;PL;.portant sur la construction des nouvelles infrastructures pétrolières à l'aéroport de Luxembourg;PUB_JO;;X;22.05.23;;08.06.23;11.07.23;;12.07.23;;;18.07.23;12.07.23;17.07.23;21.07.23;21.07.23;;31.07.23;;;;;;17.08.23;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;J.Thill;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8222;https://www.chd.lu/fr/dossier/8222;PL;.portant approbation des amendements à la Convention portant création de l'Organisation Maritime Internationale adoptés par la trente-deuxième Assemblée des Parties le 8 décembre 2021;COMM;;X;22.05.23;;08.06.23;24.10.23;;27.02.25;;;28.03.25;27.02.25;27.03.25;02.04.25;;;;;;;;;;1;J.Asselborn (Min. Affaires étrangères & européennes);2;EPEET|ECOPC;1;ECOPC;1;S.Beissel;;1;1;;;2;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8223;https://www.chd.lu/fr/dossier/8223;PL;".portant modification de la loi modifiée du 17 avril 2018 concernant l'aménagement du territoire et modifiant :¯1. La loi modifiée du 16 août 1967 ayant pour objet la création d'une grande voirie e communication et d'un fonds de route ;¯2. La loi modifiée du 15 mars 1979 sur l'expropriation pour cause d'utilité publique ;¯3. La loi modifiée du 19 juillet concernant l'aménagement communal et le développement urbain";COMM;;X;22.05.23;;08.06.23;21.01.25;;;;;;;;;;;;;;;;;;1;C.Turmes (Min. Aménagement Territoire);2;LAT|ECEAT;1;ECEAT;0;;;2;1;;;;C. Logement & Aménagement territoire|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8224;https://www.chd.lu/fr/dossier/8224;PL;.portant sur la construction des extensions de la ligne de tramway à Luxembourg entre les stations Rout Bréck- Pafendall et Laangfur au Kirchberg et entre les stations Gare Centrale et Hollerich;PUB_JO;;X;23.05.23;;08.06.23;21.07.23;;11.01.24;;;22.01.24;11.01.24;18.01.24;01.02.24;01.02.24;;06.02.24;;;;;;24.04.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Cahen;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8225;https://www.chd.lu/fr/dossier/8225;PL;.modifiant le Code du travail en vue de la transposition de la directive (UE) 2019/2121 du Parlement européen et du Conseil du 27 novembre 2019 modifiant la directive (UE) 2017/1132 en ce qui concerne les transformations fusions et scissions transfrontalières;PUB_JO;OUI;X;24.05.23;;08.06.23;24.10.23;04.02.25;07.02.24;;;27.02.25;07.02.24;26.02.25;04.03.25;04.03.25;;11.03.25;;;24.05.24;;;28.03.25;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);2;TRA|TESS;1;TESS;1;S.Weydert;;4;2;;1;2;C. Travail|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8226;https://www.chd.lu/fr/dossier/8226;PL;.portant approbation du deuxième Avenant fait à Bruxelles le 6 décembre 2022 en vue de modifier la Convention entre le Grand-Duché de Luxembourg et la Roumanie tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu et sur la fortune signée à Luxembourg le 14 décembre 1993 telle que modifiée par l'Avenant et le Protocole additionnel signés à Luxembourg le 4 octobre 2011;PUB_JO;;X;24.05.23;;08.06.23;20.06.23;;05.06.23;;26.06.23;26.06.23;05.06.23;26.06.23;05.07.23;05.07.23;;14.07.23;;;;;;19.09.23;1;J.Asselborn (Min. Affaires étrangères & européennes);1;FI;1;=;1;G.Arendt;;1;1;;;2;C. Finances & Budget;C. Finances & Budget
7863B;https://www.chd.lu/fr/dossier/7863B;PL;".portant suppression du rang de conseiller honoraire et modification de :¯1° la loi modifiée du 7 mars 1980 sur l'organisation judiciaire ;¯2° la loi modifiée du 7 novembre 1996 portant organisation des juridictions de l'ordre administratif ;¯3° la loi modifiée du 7 juin 2012 sur les attachés de justice ;¯4° la loi modifiée du 25 mars 2015 fixant le régime des traitements et les conditions et modalités d'avancement des fonctionnaires de l'État";PUB_JO;;X;24.05.23;;08.06.23;13.06.23;;21.06.23;;28.06.23;28.06.23;21.06.23;28.06.23;12.07.23;12.07.23;;14.07.23;;;24.05.23;;;18.08.23;1;S.Tanson (Min. Justice);1;J;;;1;C.Margue;;;1;;1;2;C. Justice;
8227;https://www.chd.lu/fr/dossier/8227;PL;".portant modification : ¯1° du Code du travail ;¯2° de la loi modifiée du 29 août 2008 sur la libre circulation des personnes et l'immigration;¯3° de la loi modifiée du 18 décembre 2015 relative à l'accueil des demandeurs de protection internationale et de protection temporaire";PUB_JO;;X;30.05.23;;08.06.23;13.06.23;11.07.23;;;;14.07.23;26.06.23;14.07.23;19.07.23;19.07.23;;21.07.23;;;03.07.23;;;28.08.23;1;J.Asselborn (Gouvernement);1;AEECA;1;=;0;;;2;2;;1;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
8228;https://www.chd.lu/fr/dossier/8228;PL;.portant modification du Code civil en vue de la réforme de l'adoption;COMM;;X;31.05.23;;08.06.23;28.06.24;25.02.25;05.12.24;;;27.03.25;05.12.24;27.03.25;02.04.25;;;;;;12.12.24;;;;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Weiler;;1;2;;1;2;C. Justice;C. Justice
8229;https://www.chd.lu/fr/dossier/8229;PL;.portant modification de la loi modifiée du 27 juin 2016 concernant la mise à disposition sur le marché d'équipements radioélectriques;PUB_JO;OUI;X;01.06.23;;08.06.23;05.12.23;06.02.24;18.01.24;;;23.02.24;18.01.24;22.02.24;27.02.24;27.02.24;;12.03.24;;;29.01.24;;;18.03.24;1;F.Fayot (Min. Économie);2;EPEET|ECOPC;1;ECOPC;1;C.Hartmann;;2;2;;1;2;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8230;https://www.chd.lu/fr/dossier/8230;PL;.portant modification de la loi modifiée du 15 juillet 2022 visant à mettre en place un régime d'aides aux entreprises particulièrement touchées par la hausse des prix de l'énergie causée par l'agression de la Russie contre l'Ukraine;PUB_JO;;X;02.06.23;;08.06.23;20.06.23;;30.06.23;;06.07.23;06.07.23;30.06.23;06.07.23;13.07.23;13.07.23;;14.07.23;;;;;;18.07.23;1;F.Fayot (Min. Économie);1;CSTRIP;1;=;1;Y.Cruchten;;2;1;;;2;C. spéciale Tripartite;C. spéciale Tripartite
8231;https://www.chd.lu/fr/dossier/8231;PL;.portant approbation de la Convention mondiale sur la reconnaissance des qualifications relatives à l'enseignement supérieur faite à Paris le 25 novembre 2019;PUB_JO;;X;02.06.23;;08.06.23;13.07.23;;07.02.24;;;20.02.24;06.02.24;20.02.24;27.02.24;27.02.24;;12.03.24;;;;;;12.04.24;1;J.Asselborn (Min. Affaires étrangères & européennes);3;AECGR|ESRD|ENEJER;1;ENEJER;1;A.Bauler;;2;1;;;2;C. Affaires étrangères & européennes Coopération Commerce extérieur & Grande Région|C. Enseignement supérieur Recherche & Digitalisation|C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
8232;https://www.chd.lu/fr/dossier/8232;PL;.relatif à l'autopartage sur la voie publique et portant modification de la loi modifiée du 14 février 1955 concernant la réglementation de la circulation sur toutes les voies publiques;COMM;;X;05.06.23;;08.06.23;;;;;;;;;;;;;;;;;;;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;0;;;;;;;;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8233;https://www.chd.lu/fr/dossier/8233;PL;.portant modification : ¯1° de l'article L.413-4 du Code du travail et ¯2° de la loi modifiée du 4 avril 1924 portant création de chambres professionnelles à base élective;PUB_JO;;X;07.06.23;;22.06.23;04.07.23;;;;;06.07.23;06.07.23;06.07.23;11.07.23;11.07.23;;14.07.23;;;;;;16.08.23;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;0;;;3;1;;;1;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8234;https://www.chd.lu/fr/dossier/8234;PL;.portant : ¯1° introduction d'un programme de gestion prévisionnelle de l'emploi et des compétences et ¯2° modification du Code du travail ¯(reskilling/upskilling);COMM;;X;07.06.23;;22.06.23;20.12.24;;29.01.25;;;;29.01.25;26.02.25;;;;;;;04.03.25;;;;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);2;TRA|TESS;1;TESS;1;N.Morgenthaler;;3;1;;1;2;C. Travail|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8235;https://www.chd.lu/fr/dossier/8235;RapportsDeCommissionDivers;Rapport de la Sous-Commission Télétravail de la Commission du Travail de l'Emploi et de la Sécurité sociale (8.6.2023);.;;;09.06.23;;;;;08.06.23;;;;;;06.07.23;;;;;;;;;;1;TTTESS;0;;;;1;D.Kersch;;;;;;;;
8236;https://www.chd.lu/fr/dossier/8236;PL;.portant approbation de l'Accord entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de la République du Ghana relatif à des services aériens fait à Luxembourg le 13 décembre 2021;PUB_JO;;X;09.06.23;;22.06.23;10.10.23;;23.05.24;;;21.06.24;23.05.24;20.06.24;27.06.24;27.06.24;;12.07.24;;;;;;25.09.24;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;1;G.Graas;;1;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8237;https://www.chd.lu/fr/dossier/8237;PL;.portant approbation de l'Accord entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de la République de Cuba relatif à des services aériens fait à Luxembourg le 20 avril 2021;PUB_JO;;X;09.06.23;;22.06.23;10.10.23;;23.05.24;;;21.06.24;23.05.24;20.06.24;27.06.24;27.06.24;;12.07.24;;;;;;25.09.24;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;1;G.Graas;;1;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8238;https://www.chd.lu/fr/dossier/8238;PL;.portant approbation de l'Accord entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de la République algérienne démocratique et populaire relatif à des services aériens fait à Alger le 24 août 2022;PUB_JO;;X;09.06.23;;22.06.23;10.10.23;;23.05.24;;;21.06.24;23.05.24;20.06.24;27.06.24;27.06.24;;12.07.24;;;;;;24.09.24;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;1;G.Graas;;1;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8239;https://www.chd.lu/fr/dossier/8239;PL;.portant approbation de l'Accord sous forme d'échange de lettres des 4 et 10 mars 2021 entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de la région administrative spéciale de Hong Kong de la république populaire de Chine amendant l'Accord relatif aux services aériens signé à Hong Kong le 3 juin 1998;RETIRE;;X;09.06.23;;22.06.23;;;;;;;;;;;;;;;;;;;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;0;;;;;;;;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8240;https://www.chd.lu/fr/dossier/8240;PL;.portant approbation de l'Accord entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de la République du Panama relatif à des services aériens fait à Luxembourg le 1er juillet 2021;PUB_JO;;X;09.06.23;;22.06.23;10.10.23;;23.05.24;;;21.06.24;23.05.24;20.06.24;27.06.24;27.06.24;;12.07.24;;;;;;25.09.24;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;1;G.Graas;;1;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8241;https://www.chd.lu/fr/dossier/8241;PL;.portant approbation de l'Accord entre le Gouvernement du Grand-Duché de Luxembourg et le Gouvernement de l'État du Koweït relatif à des services aériens fait à Luxembourg le 25 mars 2021;PUB_JO;;X;09.06.23;;22.06.23;10.10.23;;23.05.24;;;21.06.24;23.05.24;20.06.24;27.06.24;27.06.24;;12.07.24;;;;;;24.09.24;1;J.Asselborn (Min. Affaires étrangères & européennes);1;MOBTP;1;=;1;G.Graas;;1;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8242;https://www.chd.lu/fr/dossier/8242;PL;.portant modification de l'article 7 de la loi modifiée du 31 janvier 1948 relative à la réglementation de la navigation aérienne;PUB_JO;;X;12.06.23;;22.06.23;12.07.24;;12.09.24;;;06.11.24;12.09.24;24.10.24;14.11.24;14.11.24;;26.11.24;;;;;;19.12.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Cahen;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8243;https://www.chd.lu/fr/dossier/8243;PPL;.portant modification de l'article L. 584-2 du Livre V du Code du travail¯Titre VIII Chapitre IV Préretraite progressive;COMM;;X;13.06.23;;13.06.23;21.05.24;;;;;;;;;;;;;;;;;;2;M.Hengel|M.Spautz;2;TRA|TESS;1;TESS;0;;;;1;;;;C. Travail|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8249;https://www.chd.lu/fr/dossier/8249;PRREG;.relative au registre de transparence et au code de conduite des députés luxembourgeois en matière d'intérêts financiers et de conflit d'intérêts;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;J.Lorsché;;;;;;2;C. Règlement;C. Règlement
8244;https://www.chd.lu/fr/dossier/8244;PRREG;.relative à la vérification des pouvoirs;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;L.Gloden;;;;;;2;C. Règlement;C. Règlement
8245;https://www.chd.lu/fr/dossier/8245;PRREG;.relative à la discipline;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;A.Bauler;;;;;;2;C. Règlement;C. Règlement
8246;https://www.chd.lu/fr/dossier/8246;PRREG;.relative à la police de la Chambre des Députés;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;R.Reding;;;;;;2;C. Règlement;C. Règlement
8247;https://www.chd.lu/fr/dossier/8247;PRREG;.introduisant une série de modifications techniques;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;M.Di Bartolomeo;;;;;;2;C. Règlement;C. Règlement
8248;https://www.chd.lu/fr/dossier/8248;PRREG;.relative aux travaux parlementaires;PUB_JO;;X;13.06.23;;13.06.23;;;20.06.23;;22.06.23;26.06.23;20.06.23;26.06.23;29.06.23;29.06.23;;;;;;;;11.07.23;1;R.Reding;1;REGL;1;=;1;M.Di Bartolomeo;;;;;;2;C. Règlement;C. Règlement
8250;https://www.chd.lu/fr/dossier/8250;PL;.concernant le comptage divisionnaire et la répartition des coûts de chaleur de froid et d'eau chaude sanitaire;PUB_JO;;X;14.06.23;;22.06.23;14.07.23;12.07.24;23.05.24;;;21.10.24;16.05.24;17.10.24;14.11.24;14.11.24;;26.11.24;02.02.24;;29.05.24;;;02.12.24;1;C.Turmes (Min. Energie);2;EPEET|ECEAT;1;ECEAT;1;P.Goldschmidt;;3;3;1;1;2;C. Économie PME Énergie Espace & Tourisme|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8251;https://www.chd.lu/fr/dossier/8251;PL;.portant création d'un Observatoire digital de la mobilité;COMM;;X;19.06.23;;22.06.23;10.12.24;;06.02.25;;;;06.02.25;06.02.25;;;;;;;13.02.25;;;;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Cahen;;2;1;;1;1;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8252;https://www.chd.lu/fr/dossier/8252;PL;.portant modification de la loi modifiée du 17 juillet 2020 sur les mesures de lutte contre la pandémie Covid-19;PUB_JO;;X;22.06.23;;;22.06.23;;27.06.23;;;30.06.23;27.06.23;30.06.23;04.07.23;04.07.23;;14.07.23;;;;;;24.07.23;1;P.Lenert (Min. Santé);0;;1;SASP;1;M.Di Bartolomeo;;2;1;;;2;;C. Santé & Sports
8253;https://www.chd.lu/fr/dossier/8253;PL;".relative aux fiches d'hébergement et portant modification de :¯1° la loi modifiée du 5 juillet 2016 portant réorganisation du Service de renseignement de l'Etat ;¯2° la loi modifiée du 18 juillet 2018 sur la Police grand-ducale";VOTE_OK;;X;22.06.23;;24.11.23;12.12.23;26.11.24;16.07.24;;30.01.25;31.01.25;16.07.24;30.01.25;13.02.25;13.02.25;;25.02.25;;;02.08.24;;;;1;L.Delles (Min. Tourisme);1;EPEET;1;CMT;1;C.Hartmann;;2;2;;1;2;C. Économie PME Énergie Espace & Tourisme;C. Classes moyennes & Tourisme
8254;https://www.chd.lu/fr/dossier/8254;PL;".portant modification :¯1° de la loi modifiée du 4 avril 1924 portant création de chambres professionnelles à base élective;¯2° de la loi modifiée du 26 octobre 2010 portant réorganisation de la Chambre de Commerce;¯3° de la loi modifiée du 2 septembre 2011 portant réorganisation de la Chambre des Métiers";PUB_JO;;X;22.06.23;;24.11.23;06.02.24;;22.02.24;;14.03.24;15.03.24;22.02.24;14.03.24;20.03.24;20.03.24;;29.03.24;;;;;;29.03.24;1;L.Delles (Min. Classes moyennes);1;EPEET;1;CMT;1;C.Hartmann;;4;1;;;2;C. Économie PME Énergie Espace & Tourisme;C. Classes moyennes & Tourisme
8255;https://www.chd.lu/fr/dossier/8255;PL;.portant modification du Code de la consommation;PUB_JO;;X;27.06.23;;24.11.23;27.02.24;11.06.24;28.03.24;;;04.07.24;28.03.24;04.07.24;10.07.24;10.07.24;;12.07.24;;;29.03.24;;;06.09.24;1;P.Lenert (Min. Protection consommateurs);2;EPEET|AAVI;1;ECOPC;1;J.Boonen;;6;2;;1;2;C. Économie PME Énergie Espace & Tourisme|C. Agriculture Alimentation & Viticulture;C. Economie Protection consommateurs & Espace
8256;https://www.chd.lu/fr/dossier/8256;PRGD;".modifiant :¯1° le règlement grand-ducal modifié du 31 mars 2010 relatif au mécanisme de compensation dans le cadre de l'organisation du marché de l'électricité ;¯2° le règlement grand-ducal modifié du 15 décembre 2011 relatif à la production la rémunération et la commercialisation de biogaz ;¯3° le règlement grand-ducal modifié du 1er août 2014 relatif à la production d'électricité basée sur les sources d'énergie renouvelables ;¯4° le règlement grand-ducal du 23 décembre 2022 modifiant le règlement grand-ducal modifié du 1er août 2014 relatif à la production d'électricité basée sur les sources d'énergie renouvelables ;¯5° le règlement grand-ducal du 23 décembre 2022 modifiant le règlement grand-ducal modifié du 31 mars 2010 relatif au mécanisme de compensation dans le cadre de l'organisation du marché de l'électricité";AVIS.CP;;X;28.06.23;;07.07.23;15.07.24;;;;;;16.07.24;19.07.24;;;;;24.01.24;;;;19.07.24;;1;C.Turmes (Min. Energie);2;EPEET|ECEAT;1;ECEAT;0;;1;3;1;1;;2;C. Économie PME Énergie Espace & Tourisme|C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
8257;https://www.chd.lu/fr/dossier/8257;PL;.approuvant la participation du Grand-Duché de Luxembourg à la vingtième reconstitution des ressources de l'Association internationale de développement (AID);PUB_JO;;X;29.06.23;;07.07.23;13.07.23;;05.12.23;;;08.12.23;05.12.23;08.12.23;14.12.23;14.12.23;;22.12.23;;;;;;22.12.23;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;M.Bauer;;1;1;;;2;C. Finances & Budget|C. Finances;C. Finances & Budget
8258;https://www.chd.lu/fr/dossier/8258;PL;.portant règlement du compte général de l'exercice 2022;PUB_JO;;X;29.06.23;;07.07.23;28.11.23;;01.12.23;;;18.03.24;01.12.23;18.03.24;25.04.24;25.04.24;;26.04.24;;;;;;26.04.24;1;Y.Backes (Min. Finances);2;CEB|EXBU23;1;CEB;1;F.Fayot;;;1;;;2;C. Contrôle exécution budgétaire|C. Exécution budgétaire;C. Contrôle exécution budgétaire
8259;https://www.chd.lu/fr/dossier/8259;PL;"Projet de de loi modifiant aux fins de déterminer la procédure devant les juridictions en matière de sécurité sociale 1° le Code de la sécurité sociale ; 2° le Code du travail ; 3° la loi modifiée du 30 juillet 1960 concernant la création d'un fonds national de solidarité ; 4° la loi modifiée du 28 juillet 2000 ayant pour objet la coordination des régimes légaux de pension ; 5° la loi modifiée du 12 septembre 2003 relative aux personnes handicapées ; 6° la loi modifiée du 30 avril 2004 autorisant le Fonds national de solidarité à participer aux prix des prestations fournies dans le cadre de l'accueil aux personnes admises dans un centre intégré pour personnes âgées une maison de soins ou un autre établissement médico-social assurant un accueil de jour et de nuit ; 7° la loi modifiée du 18 décembre 2009 organisant l'aide sociale";PUB_JO;;X;29.06.23;;07.07.23;24.10.23;12.03.24;27.03.24;;;08.05.24;13.07.23;08.05.24;16.05.24;16.05.24;;21.05.24;02.08.23;18.01.24;;;;13.07.24;1;C.Haagen (Min. Sécurité sociale);2;SASS|TESS;1;TESS;1;F.Kemp;;4;2;2;;2;C. Santé & Sécurité sociale|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
8260;https://www.chd.lu/fr/dossier/8260;PL;Projet de de loi portant dérogation aux articles 55 et 56 du Code de la sécurité sociale en relation avec l'accord entre le gouvernement l'UEL et les organisations syndicales OGBL LCGB et CGFP du 7 mars 2023;PUB_JO;;X;29.06.23;;07.07.23;13.07.23;;13.07.23;;;18.07.23;13.07.23;18.07.23;20.07.23;20.07.23;;21.07.23;;;;;;01.08.23;1;C.Haagen (Min. Sécurité sociale);1;CSTRIP;1;=;1;D.Kersch;;3;1;;;2;C. spéciale Tripartite;C. spéciale Tripartite
8261;https://www.chd.lu/fr/dossier/8261;PPL;.1. portant modification de la loi modifiée du 23 février 2001 concernant les syndicats de communes et 2. portant modification de la loi modifiée du 24 décembre 1985 fixant le statut général des fonctionnaires communaux;RETIRE;;X;29.06.23;;30.06.23;;;;;;;;;;;;;;;;;;;1;A.Kaes;2;AI|AIEFH;1;AIEFH;0;;;;;;;;C. Affaires intérieures|C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
8262;https://www.chd.lu/fr/dossier/8262;PL;.relative à la construction d'une Ecole européenne agréée à Junglinster;PUB_JO;;X;29.06.23;;07.07.23;10.10.23;;26.01.24;;;02.02.24;25.01.24;01.02.24;20.03.24;20.03.24;;29.03.24;;;;;;22.05.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Cahen;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8263;https://www.chd.lu/fr/dossier/8263;PL;.relative aux mesures de confortement du barrage du lac de la Haute-Sûre (OA1158/OA1159/OA1455/OA1166);PUB_JO;;X;29.06.23;;07.07.23;10.10.23;;29.02.24;;;18.04.24;29.02.24;18.04.24;15.05.24;15.05.24;;21.05.24;;;;;;20.06.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;G.Graas;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8264;https://www.chd.lu/fr/dossier/8264;PL;.relative à la construction d'une auberge de jeunesse et d'une structure administrative multifonctionnelle au pôle multimodal à Ettelbruck;PUB_JO;;X;29.06.23;;07.07.23;10.10.23;;21.03.24;;;18.04.24;21.03.24;18.04.24;15.05.24;15.05.24;;21.05.24;;;;;;20.06.24;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;F.Etgen;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
8265;https://www.chd.lu/fr/dossier/8265;PL;.portant modification de la loi du 8 mars 2023 relative aux exigences en matière d'accessibilité applicables aux produits et services;PUB_JO;;X;29.06.23;;07.07.23;13.07.23;;14.07.23;;;18.07.23;14.07.23;18.07.23;20.07.23;20.07.23;;21.07.23;;;;;;18.09.23;1;M.Hahn (Min. Famille & Intégration);1;FAIN;1;=;1;C.Lamberty;;1;1;;;2;C. Famille & Intégration;C. Famille & Intégration
7882A;https://www.chd.lu/fr/dossier/7882A;PL;".portant introduction de dispositions spécifiques pour le traitement de données personnelles dans l'application « JU-CHA » ;";PUB_JO;;X;30.06.23;;07.07.23;11.07.23;;;;;14.07.23;12.07.23;14.07.23;19.07.23;19.07.23;;21.07.23;;;30.06.23;;;18.08.23;1;S.Tanson (Min. Justice);1;J;;;0;;;;1;;1;2;C. Justice;
7882B;https://www.chd.lu/fr/dossier/7882B;PL;.portant modification du Code de procédure pénale;COMM;;X;30.06.23;;07.07.23;11.07.23;;;;;;;;;;;;;;30.06.23;;;;1;S.Tanson (Min. Justice);1;J;;;0;;;;1;;1;;C. Justice;
